id,type,rarity,attack,elderseal,attributes,damageType,name,durability,slots,elements,crafting,assets,shelling,phial,boostType,specialAmmo,deviation,ammo,coatings
159,long-sword,6,"{'display': 528, 'raw': 160}",low,{},sever,Dragonbone Stabber 3,"[{'red': 150, 'orange': 100, 'yellow': 30, 'green': 30, 'blue': 40, 'white': 0, 'purple': 0}, {'red': 150, 'orange': 100, 'yellow': 30, 'green': 30, 'blue': 50, 'white': 0, 'purple': 0}, {'red': 150, 'orange': 100, 'yellow': 30, 'green': 30, 'blue': 60, 'white': 0, 'purple': 0}, {'red': 150, 'orange': 100, 'yellow': 30, 'green': 30, 'blue': 60, 'white': 10, 'purple': 0}, {'red': 150, 'orange': 100, 'yellow': 30, 'green': 30, 'blue': 60, 'white': 20, 'purple': 0}, {'red': 150, 'orange': 100, 'yellow': 30, 'green': 30, 'blue': 60, 'white': 30, 'purple': 0}]",[{'rank': 1}],"[{'type': 'dragon', 'damage': 420, 'hidden': False}]","{'craftable': False, 'previous': 158, 'branches': [], 'craftingMaterials': [], 'upgradeMaterials': [{'quantity': 10, 'item': {'id': 153, 'rarity': 7, 'carryLimit': 99, 'value': 1600, 'name': 'Elder Dragon Bone', 'description': 'A bone from an elder dragon. It exudes the great majesty of the beast that bore it.'}}, {'quantity': 4, 'item': {'id': 142, 'rarity': 6, 'carryLimit': 99, 'value': 1200, 'name': 'Brutal Bone', 'description': ""A bone used as crafting material. Can be found in bonepiles in the Elder's Recess. Its size evokes a certain primal quality.""}}, {'quantity': 2, 'item': {'id': 143, 'rarity': 7, 'carryLimit': 99, 'value': 1600, 'name': 'Dragonbone Relic', 'description': 'A high quality material found in bone piles. The only remains left of a species of dragon now lost to time.'}}, {'quantity': 1, 'item': {'id': 173, 'rarity': 7, 'carryLimit': 99, 'value': 4000, 'name': 'Wyvern Gem', 'description': ""Throughout a wyvern's life, impurities gather and form this peculiar gem.""}}]}","{'icon': 'https://assets.mhw-db.com/weapons/long-sword/icons/28d66eee2bc4ea9a702e0b85c4ff0037.90d0e986d4b65df48732d32f950fe828b27afcb1.png', 'image': 'https://assets.mhw-db.com/weapons/long-sword/7e30fcf2fd9ca39ba20263741e4fee23e4676fb1.f0582cd1c7de28cb5b104232b6092d12.png'}",,,,,,,
160,long-sword,5,"{'display': 528, 'raw': 160}",,{'defense': 0},sever,Magda Facultas 1,"[{'red': 110, 'orange': 50, 'yellow': 80, 'green': 60, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 110, 'orange': 50, 'yellow': 80, 'green': 70, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 110, 'orange': 50, 'yellow': 80, 'green': 80, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 110, 'orange': 50, 'yellow': 80, 'green': 90, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 110, 'orange': 50, 'yellow': 80, 'green': 100, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 110, 'orange': 50, 'yellow': 80, 'green': 100, 'blue': 10, 'white': 0, 'purple': 0}]",[{'rank': 2}],"[{'type': 'blast', 'damage': 300, 'hidden': False}]","{'craftable': False, 'previous': 157, 'branches': [161], 'craftingMaterials': [], 'upgradeMaterials': [{'quantity': 4, 'item': {'id': 376, 'rarity': 6, 'carryLimit': 99, 'value': 800, 'name': 'Zorah Magdaros Heat Scale', 'description': 'Zorah Magdaros material. Mostly obtained as a reward. Broadly used for many purposes.'}}, {'quantity': 8, 'item': {'id': 377, 'rarity': 6, 'carryLimit': 99, 'value': 1200, 'name': 'Zorah Magdaros Carapace', 'description': 'Zorah Magdaros material. Obtained as a rare drop or by mining. Solid, used to craft gear.'}}, {'quantity': 4, 'item': {'id': 380, 'rarity': 6, 'carryLimit': 99, 'value': 3200, 'name': 'Zorah Magdaros Magma', 'description': 'Zorah Magdaros material. Obtained by breaking its head. Unusual and difficult to handle.'}}, {'quantity': 1, 'item': {'id': 381, 'rarity': 7, 'carryLimit': 99, 'value': 6000, 'name': 'Zorah Magdaros Gem', 'description': 'A rare gem said to have formed with Zorah Magdaros tissue. Holds untold potential.'}}]}","{'icon': 'https://assets.mhw-db.com/weapons/long-sword/icons/ba45f618f96bb56a5f73dcee3087cb33.125fd76aa0bdd8b553285b853a3c20b61f51e9a0.png', 'image': 'https://assets.mhw-db.com/weapons/long-sword/eb00bd37969156a68f62004dfffa7577fea4345f.ce809d3b7083dd91b0fd2e99be70f016.png'}",,,,,,,
161,long-sword,7,"{'display': 726, 'raw': 220}",,{'defense': 0},sever,Magda Facultas 2,"[{'red': 210, 'orange': 30, 'yellow': 40, 'green': 70, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 210, 'orange': 30, 'yellow': 40, 'green': 80, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 210, 'orange': 30, 'yellow': 40, 'green': 90, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 210, 'orange': 30, 'yellow': 40, 'green': 90, 'blue': 10, 'white': 0, 'purple': 0}, {'red': 210, 'orange': 30, 'yellow': 40, 'green': 90, 'blue': 20, 'white': 0, 'purple': 0}, {'red': 210, 'orange': 30, 'yellow': 40, 'green': 90, 'blue': 30, 'white': 0, 'purple': 0}]",[{'rank': 2}],"[{'type': 'blast', 'damage': 360, 'hidden': False}]","{'craftable': False, 'previous': 160, 'branches': [], 'craftingMaterials': [], 'upgradeMaterials': [{'quantity': 4, 'item': {'id': 437, 'rarity': 7, 'carryLimit': 99, 'value': 4000, 'name': ""Xeno'jiiva Shell"", 'description': ""A rare piece of Xeno'jiiva shell, tempered to act as a vessel for the flames of the underworld.""}}, {'quantity': 2, 'item': {'id': 378, 'rarity': 6, 'carryLimit': 99, 'value': 1400, 'name': 'Zorah Magdaros Ridge', 'description': 'Zorah Magdaros material. Mostly obtained as a reward. Stout, used in many weapons.'}}, {'quantity': 2, 'item': {'id': 379, 'rarity': 6, 'carryLimit': 99, 'value': 1600, 'name': 'Zorah Magdaros Pleura', 'description': 'Zorah Magdaros material. Obtained by breaking its chest. Heavy, used to craft armor.'}}, {'quantity': 3, 'item': {'id': 126, 'rarity': 7, 'carryLimit': 99, 'value': 1720, 'name': 'Firecell Stone', 'description': 'A magma-like deposit that only trained hands can work with. Armor made from it is first-class.'}}]}","{'icon': 'https://assets.mhw-db.com/weapons/long-sword/icons/f2e153d1dd5950d9eb8d543473f580fd.0ab4bdb9763f39b5f5099e33a4f3b3653abf5d44.png', 'image': 'https://assets.mhw-db.com/weapons/long-sword/eb00bd37969156a68f62004dfffa7577fea4345f.ce809d3b7083dd91b0fd2e99be70f016.png'}",,,,,,,
162,long-sword,5,"{'display': 330, 'raw': 100}",low,{},sever,Blacksteel Long Sword 1,"[{'red': 150, 'orange': 110, 'yellow': 40, 'green': 0, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 150, 'orange': 110, 'yellow': 40, 'green': 10, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 150, 'orange': 110, 'yellow': 40, 'green': 20, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 150, 'orange': 110, 'yellow': 40, 'green': 30, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 150, 'orange': 110, 'yellow': 40, 'green': 40, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 150, 'orange': 110, 'yellow': 40, 'green': 40, 'blue': 10, 'white': 0, 'purple': 0}]",[],"[{'type': 'dragon', 'damage': 120, 'hidden': False}]","{'craftable': True, 'previous': None, 'branches': [163], 'craftingMaterials': [{'quantity': 10, 'item': {'id': 123, 'rarity': 6, 'carryLimit': 99, 'value': 800, 'name': 'Dragonvein Crystal', 'description': 'Mined from high rank areas. Many expect this newly-discovered crystal to usher in a new era of metalwork.'}}, {'quantity': 10, 'item': {'id': 121, 'rarity': 4, 'carryLimit': 99, 'value': 80, 'name': 'Earth Crystal', 'description': 'Crystallized microbes prized as an abrasive when forging weapons. Mainly found in the Wildspire Waste.'}}, {'quantity': 10, 'item': {'id': 122, 'rarity': 4, 'carryLimit': 99, 'value': 600, 'name': 'Coral Crystal - Rarity 4', 'description': 'Crystal prized at the Smithy for use in high-grade abrasives. Mainly found in the Coral Highlands.'}}, {'quantity': 1, 'item': {'id': 124, 'rarity': 5, 'carryLimit': 99, 'value': 1150, 'name': 'Lightcrystal', 'description': 'A precious and extremely hard substance with a faint glow. Sometimes used for crafting tools.'}}], 'upgradeMaterials': []}","{'icon': 'https://assets.mhw-db.com/weapons/long-sword/icons/ba45f618f96bb56a5f73dcee3087cb33.125fd76aa0bdd8b553285b853a3c20b61f51e9a0.png', 'image': 'https://assets.mhw-db.com/weapons/long-sword/45edf21b50e2d8f549736b449b1e9c8e8fbb17bc.ceeab215b7508be5969a5f8cf12de848.png'}",,,,,,,
163,long-sword,6,"{'display': 363, 'raw': 110}",low,{},sever,Blacksteel Long Sword 2,"[{'red': 140, 'orange': 110, 'yellow': 40, 'green': 10, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 140, 'orange': 110, 'yellow': 40, 'green': 20, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 140, 'orange': 110, 'yellow': 40, 'green': 30, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 140, 'orange': 110, 'yellow': 40, 'green': 40, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 140, 'orange': 110, 'yellow': 40, 'green': 40, 'blue': 10, 'white': 0, 'purple': 0}, {'red': 140, 'orange': 110, 'yellow': 40, 'green': 40, 'blue': 20, 'white': 0, 'purple': 0}]",[],"[{'type': 'dragon', 'damage': 150, 'hidden': False}]","{'craftable': False, 'previous': 162, 'branches': [164, 166], 'craftingMaterials': [], 'upgradeMaterials': [{'quantity': 1, 'item': {'id': 126, 'rarity': 7, 'carryLimit': 99, 'value': 1720, 'name': 'Firecell Stone', 'description': 'A magma-like deposit that only trained hands can work with. Armor made from it is first-class.'}}, {'quantity': 5, 'item': {'id': 120, 'rarity': 6, 'carryLimit': 99, 'value': 1020, 'name': 'Fucium Ore', 'description': ""Ore obtained from the Elder's Recess. A mysterious metal, capable of fusing nearly any two materials together.""}}, {'quantity': 10, 'item': {'id': 119, 'rarity': 6, 'carryLimit': 99, 'value': 680, 'name': 'Carbalite Ore', 'description': 'Ore obtained from mining outcrops. Still under research, but known to yield highly pure metal.'}}, {'quantity': 1, 'item': {'id': 173, 'rarity': 7, 'carryLimit': 99, 'value': 4000, 'name': 'Wyvern Gem', 'description': ""Throughout a wyvern's life, impurities gather and form this peculiar gem.""}}]}","{'icon': 'https://assets.mhw-db.com/weapons/long-sword/icons/28d66eee2bc4ea9a702e0b85c4ff0037.90d0e986d4b65df48732d32f950fe828b27afcb1.png', 'image': 'https://assets.mhw-db.com/weapons/long-sword/45edf21b50e2d8f549736b449b1e9c8e8fbb17bc.ceeab215b7508be5969a5f8cf12de848.png'}",,,,,,,
164,long-sword,7,"{'display': 561, 'raw': 170}",,{},sever,Imperial Saber,"[{'red': 100, 'orange': 60, 'yellow': 80, 'green': 80, 'blue': 30, 'white': 0, 'purple': 0}, {'red': 100, 'orange': 60, 'yellow': 80, 'green': 80, 'blue': 40, 'white': 0, 'purple': 0}, {'red': 100, 'orange': 60, 'yellow': 80, 'green': 80, 'blue': 50, 'white': 0, 'purple': 0}, {'red': 100, 'orange': 60, 'yellow': 80, 'green': 80, 'blue': 60, 'white': 0, 'purple': 0}, {'red': 100, 'orange': 60, 'yellow': 80, 'green': 80, 'blue': 60, 'white': 10, 'purple': 0}, {'red': 100, 'orange': 60, 'yellow': 80, 'green': 80, 'blue': 60, 'white': 20, 'purple': 0}]",[],"[{'type': 'blast', 'damage': 300, 'hidden': False}]","{'craftable': False, 'previous': 163, 'branches': [165], 'craftingMaterials': [], 'upgradeMaterials': [{'quantity': 2, 'item': {'id': 425, 'rarity': 7, 'carryLimit': 99, 'value': 4700, 'name': 'Teostra Claw+', 'description': 'Rare Teostra material. Mostly obtained by carving. Sharp, used in many weapons.'}}, {'quantity': 2, 'item': {'id': 421, 'rarity': 7, 'carryLimit': 99, 'value': 3400, 'name': 'Teostra Mane', 'description': 'Rare Teostra material. Obtained by breaking its head. Highly fire-resistant, used to craft gear.'}}, {'quantity': 5, 'item': {'id': 420, 'rarity': 7, 'carryLimit': 99, 'value': 3400, 'name': 'Teostra Carapace', 'description': 'Rare Teostra material. Mostly obtained as a reward. Solid, used to craft gear.'}}, {'quantity': 4, 'item': {'id': 427, 'rarity': 7, 'carryLimit': 99, 'value': 3600, 'name': 'Teostra Powder', 'description': 'Rare Teostra material. Obtained by collecting rare drops. Unusual, used in select gear.'}}]}","{'icon': 'https://assets.mhw-db.com/weapons/long-sword/icons/f2e153d1dd5950d9eb8d543473f580fd.0ab4bdb9763f39b5f5099e33a4f3b3653abf5d44.png', 'image': 'https://assets.mhw-db.com/weapons/long-sword/6ca2fc926aca6988a021484f48f471fcb00bbcfe.e287f890b516e3d8a1e29b5d142d9d3a.png'}",,,,,,,
165,long-sword,8,"{'display': 627, 'raw': 190}",,{},sever,Imperial Shimmer,"[{'red': 70, 'orange': 50, 'yellow': 60, 'green': 120, 'blue': 50, 'white': 0, 'purple': 0}, {'red': 70, 'orange': 50, 'yellow': 60, 'green': 120, 'blue': 60, 'white': 0, 'purple': 0}, {'red': 70, 'orange': 50, 'yellow': 60, 'green': 120, 'blue': 60, 'white': 10, 'purple': 0}, {'red': 70, 'orange': 50, 'yellow': 60, 'green': 120, 'blue': 60, 'white': 20, 'purple': 0}, {'red': 70, 'orange': 50, 'yellow': 60, 'green': 120, 'blue': 60, 'white': 30, 'purple': 0}, {'red': 70, 'orange': 50, 'yellow': 60, 'green': 120, 'blue': 60, 'white': 40, 'purple': 0}]",[],"[{'type': 'blast', 'damage': 300, 'hidden': False}]","{'craftable': False, 'previous': 164, 'branches': [], 'craftingMaterials': [], 'upgradeMaterials': [{'quantity': 5, 'item': {'id': 436, 'rarity': 7, 'carryLimit': 99, 'value': 3000, 'name': ""Xeno'jiiva Soulscale"", 'description': ""Rare Xeno'jiiva material. The burnt scale still radiates vestiges of the hereafter.""}}, {'quantity': 5, 'item': {'id': 423, 'rarity': 7, 'carryLimit': 99, 'value': 5500, 'name': 'Teostra Horn+', 'description': 'Rare Teostra material. Obtained by breaking its head. Stout, used in many weapons.'}}, {'quantity': 2, 'item': {'id': 425, 'rarity': 7, 'carryLimit': 99, 'value': 4700, 'name': 'Teostra Claw+', 'description': 'Rare Teostra material. Mostly obtained by carving. Sharp, used in many weapons.'}}, {'quantity': 1, 'item': {'id': 428, 'rarity': 8, 'carryLimit': 99, 'value': 12000, 'name': 'Teostra Gem', 'description': 'A rare gem said to have formed within Teostra tissue. Within it lies unimaginable power.'}}]}","{'icon': 'https://assets.mhw-db.com/weapons/long-sword/icons/df5eb0be03ed469c6f750e3126939331.600ff99cb0f97a2b545cce0e8fffa5ab39210fa0.png', 'image': 'https://assets.mhw-db.com/weapons/long-sword/6ca2fc926aca6988a021484f48f471fcb00bbcfe.e287f890b516e3d8a1e29b5d142d9d3a.png'}",,,,,,,
166,long-sword,8,"{'display': 594, 'raw': 180}",low,{'affinity': 15},sever,Xeno Cypher,"[{'red': 130, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 10, 'purple': 0}, {'red': 130, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 20, 'purple': 0}, {'red': 130, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 30, 'purple': 0}, {'red': 130, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 40, 'purple': 0}, {'red': 130, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 50, 'purple': 0}, {'red': 130, 'orange': 30, 'yellow': 60, 'green': 80, 'blue': 40, 'white': 60, 'purple': 0}]","[{'rank': 3}, {'rank': 3}]","[{'type': 'dragon', 'damage': 180, 'hidden': False}]","{'craftable': False, 'previous': 163, 'branches': [], 'craftingMaterials': [], 'upgradeMaterials': [{'quantity': 4, 'item': {'id': 441, 'rarity': 7, 'carryLimit': 99, 'value': 5300, 'name': ""Xeno'jiiva Claw"", 'description': ""A rare Xeno'jiiva claw, said to cleave soul from flesh.""}}, {'quantity': 6, 'item': {'id': 437, 'rarity': 7, 'carryLimit': 99, 'value': 4000, 'name': ""Xeno'jiiva Shell"", 'description': ""A rare piece of Xeno'jiiva shell, tempered to act as a vessel for the flames of the underworld.""}}, {'quantity': 2, 'item': {'id': 439, 'rarity': 7, 'carryLimit': 99, 'value': 6000, 'name': ""Xeno'jiiva Tail"", 'description': ""A rare, strong Xeno'jiiva tail that can brush aside all enemies in a single lash.""}}, {'quantity': 1, 'item': {'id': 443, 'rarity': 8, 'carryLimit': 99, 'value': 15000, 'name': ""Xeno'jiiva Gem"", 'description': ""A phantasmal gem formed inside the tissue of Xeno'jiiva. The power it holds defies comprehension.""}}]}","{'icon': 'https://assets.mhw-db.com/weapons/long-sword/icons/df5eb0be03ed469c6f750e3126939331.600ff99cb0f97a2b545cce0e8fffa5ab39210fa0.png', 'image': 'https://assets.mhw-db.com/weapons/long-sword/10bf70f6be90c9628eeae27763194638a793a8fc.49e4fdeaf4f87685e1265edfc257c098.png'}",,,,,,,
167,long-sword,6,"{'display': 561, 'raw': 170}",high,{'defense': 0},sever,Supremacy Blade,"[{'red': 100, 'orange': 50, 'yellow': 50, 'green': 80, 'blue': 20, 'white': 0, 'purple': 0}, {'red': 100, 'orange': 50, 'yellow': 50, 'green': 80, 'blue': 30, 'white': 0, 'purple': 0}, {'red': 100, 'orange': 50, 'yellow': 50, 'green': 80, 'blue': 40, 'white': 0, 'purple': 0}, {'red': 100, 'orange': 50, 'yellow': 50, 'green': 80, 'blue': 50, 'white': 0, 'purple': 0}, {'red': 100, 'orange': 50, 'yellow': 50, 'green': 80, 'blue': 60, 'white': 0, 'purple': 0}, {'red': 100, 'orange': 50, 'yellow': 50, 'green': 80, 'blue': 70, 'white': 0, 'purple': 0}]",[{'rank': 3}],"[{'type': 'dragon', 'damage': 120, 'hidden': True}]","{'craftable': True, 'previous': None, 'branches': [168], 'craftingMaterials': [{'quantity': 5, 'item': {'id': 495, 'rarity': 6, 'carryLimit': 99, 'value': 1200, 'name': 'Hunter King Coin', 'description': 'A silver coin given to true hunters. It shines with all the glory of the Hunter King.'}}, {'quantity': 4, 'item': {'id': 491, 'rarity': 4, 'carryLimit': 99, 'value': 800, 'name': 'Rathalos Coin', 'description': 'A coin given to those who have bested a Rathalos in the Arena.'}}, {'quantity': 4, 'item': {'id': 490, 'rarity': 4, 'carryLimit': 99, 'value': 800, 'name': 'Gama Coin', 'description': 'A coin given to those who have bested a Dodogama in the Arena.'}}, {'quantity': 1, 'item': {'id': 125, 'rarity': 7, 'carryLimit': 99, 'value': 2440, 'name': 'Novacrystal', 'description': ""High quality Lightcrystal. Highly coveted for its rarity, it's used for only the finest of metalworking.""}}], 'upgradeMaterials': []}","{'icon': 'https://assets.mhw-db.com/weapons/long-sword/icons/28d66eee2bc4ea9a702e0b85c4ff0037.90d0e986d4b65df48732d32f950fe828b27afcb1.png', 'image': 'https://assets.mhw-db.com/weapons/long-sword/0309c7bcda339c3d33ed032d28603b75a10e4e43.b3b409b3ac6c81ed01ad2b6075fa7315.png'}",,,,,,,
168,long-sword,8,"{'display': 693, 'raw': 210}",high,{'defense': 0},sever,Divine Slasher,"[{'red': 100, 'orange': 60, 'yellow': 60, 'green': 100, 'blue': 30, 'white': 0, 'purple': 0}, {'red': 100, 'orange': 60, 'yellow': 60, 'green': 100, 'blue': 40, 'white': 0, 'purple': 0}, {'red': 100, 'orange': 60, 'yellow': 60, 'green': 100, 'blue': 50, 'white': 0, 'purple': 0}, {'red': 100, 'orange': 60, 'yellow': 60, 'green': 100, 'blue': 50, 'white': 10, 'purple': 0}, {'red': 100, 'orange': 60, 'yellow': 60, 'green': 100, 'blue': 50, 'white': 20, 'purple': 0}, {'red': 100, 'orange': 60, 'yellow': 60, 'green': 100, 'blue': 50, 'white': 30, 'purple': 0}]",[{'rank': 3}],"[{'type': 'dragon', 'damage': 150, 'hidden': True}]","{'craftable': False, 'previous': 167, 'branches': [], 'craftingMaterials': [], 'upgradeMaterials': [{'quantity': 5, 'item': {'id': 496, 'rarity': 8, 'carryLimit': 99, 'value': 2000, 'name': 'Ace Hunter Coin', 'description': 'A golden coin given to hunters at the pinnacle of their field. Only a small handful ever know such honor.'}}, {'quantity': 4, 'item': {'id': 492, 'rarity': 4, 'carryLimit': 99, 'value': 1500, 'name': 'Brute Coin', 'description': 'A coin given to those who have bested multiple brute Wyverns at the same time in the Arena.'}}, {'quantity': 4, 'item': {'id': 493, 'rarity': 4, 'carryLimit': 99, 'value': 1500, 'name': 'Flying Coin', 'description': 'A coin given to those who have bested multiple flying Wyverns at the same time in the Arena.'}}, {'quantity': 2, 'item': {'id': 173, 'rarity': 7, 'carryLimit': 99, 'value': 4000, 'name': 'Wyvern Gem', 'description': ""Throughout a wyvern's life, impurities gather and form this peculiar gem.""}}]}","{'icon': 'https://assets.mhw-db.com/weapons/long-sword/icons/df5eb0be03ed469c6f750e3126939331.600ff99cb0f97a2b545cce0e8fffa5ab39210fa0.png', 'image': 'https://assets.mhw-db.com/weapons/long-sword/0309c7bcda339c3d33ed032d28603b75a10e4e43.b3b409b3ac6c81ed01ad2b6075fa7315.png'}",,,,,,,
169,long-sword,3,"{'display': 363, 'raw': 110}",,{'affinity': 20},sever,Azure Star Blade,"[{'red': 60, 'orange': 120, 'yellow': 80, 'green': 60, 'blue': 30, 'white': 0, 'purple': 0}, {'red': 60, 'orange': 120, 'yellow': 80, 'green': 60, 'blue': 30, 'white': 10, 'purple': 0}, {'red': 60, 'orange': 120, 'yellow': 80, 'green': 60, 'blue': 30, 'white': 20, 'purple': 0}, {'red': 60, 'orange': 120, 'yellow': 80, 'green': 60, 'blue': 30, 'white': 30, 'purple': 0}, {'red': 60, 'orange': 120, 'yellow': 80, 'green': 60, 'blue': 30, 'white': 40, 'purple': 0}, {'red': 60, 'orange': 120, 'yellow': 80, 'green': 60, 'blue': 30, 'white': 50, 'purple': 0}]",[],"[{'type': 'water', 'damage': 120, 'hidden': False}]","{'craftable': True, 'previous': None, 'branches': [1191], 'craftingMaterials': [{'quantity': 3, 'item': {'id': 452, 'rarity': 4, 'carryLimit': 99, 'value': 200, 'name': 'Azure Star Shard', 'description': ""Special material given to those who complete USJ's challenge. Glows a beautiful, transparent blue.""}}, {'quantity': 4, 'item': {'id': 216, 'rarity': 4, 'carryLimit': 99, 'value': 420, 'name': 'Great Jagras Claw', 'description': 'Great Jagras material. Obtained by breaking its forelegs. Sharp, used in many weapons.'}}, {'quantity': 4, 'item': {'id': 148, 'rarity': 4, 'carryLimit': 99, 'value': 300, 'name': 'Monster Bone M', 'description': ""Bone obtained from large monsters. Strong yet flexible, it's as reliable as steel or wood.""}}, {'quantity': 1, 'item': {'id': 124, 'rarity': 5, 'carryLimit': 99, 'value': 1150, 'name': 'Lightcrystal', 'description': 'A precious and extremely hard substance with a faint glow. Sometimes used for crafting tools.'}}], 'upgradeMaterials': []}","{'icon': 'https://assets.mhw-db.com/weapons/long-sword/icons/ed4c84f5203abeec71d9143b70fb7ca6.898887fead77597847d2937f2927c82f1d2e1829.png', 'image': 'https://assets.mhw-db.com/weapons/long-sword/9706a176b1b8dd071ef33376d1c885ccdf545c19.0da7f897eddee1a6a118fbcae6135679.png'}",,,,,,,
170,sword-and-shield,1,"{'display': 112, 'raw': 80}",,{},sever,Hunter's Knife 1,"[{'red': 90, 'orange': 50, 'yellow': 60, 'green': 0, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 90, 'orange': 50, 'yellow': 70, 'green': 0, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 90, 'orange': 50, 'yellow': 80, 'green': 0, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 90, 'orange': 50, 'yellow': 80, 'green': 10, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 90, 'orange': 50, 'yellow': 80, 'green': 20, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 90, 'orange': 50, 'yellow': 80, 'green': 30, 'blue': 0, 'white': 0, 'purple': 0}]",[],[],"{'craftable': True, 'previous': None, 'branches': [171], 'craftingMaterials': [{'quantity': 1, 'item': {'id': 116, 'rarity': 4, 'carryLimit': 99, 'value': 60, 'name': 'Iron Ore', 'description': 'Ore that can be smelted into metal and used for many different purposes.'}}], 'upgradeMaterials': []}","{'icon': 'https://assets.mhw-db.com/weapons/sword-and-shield/icons/bba6138275380056204165eb9ed5d9cb.2e880e7ffa9e558cef1365b0d2e492a092f399a8.png', 'image': 'https://assets.mhw-db.com/weapons/sword-and-shield/5a840cbcadb5ce93fcb8b561be25e4157f0b8226.9768936caf3bdef1e9e3ce81cd1f6189.png'}",,,,,,,
171,sword-and-shield,1,"{'display': 126, 'raw': 90}",,{},sever,Hunter's Knife 2,"[{'red': 70, 'orange': 70, 'yellow': 30, 'green': 30, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 70, 'orange': 70, 'yellow': 30, 'green': 40, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 70, 'orange': 70, 'yellow': 30, 'green': 50, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 70, 'orange': 70, 'yellow': 30, 'green': 60, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 70, 'orange': 70, 'yellow': 30, 'green': 70, 'blue': 0, 'white': 0, 'purple': 0}, {'red': 70, 'orange': 70, 'yellow': 30, 'green': 80, 'blue': 0, 'white': 0, 'purple': 0}]",[],[],"{'craftable': False, 'previous': 170, 'branches': [172, 187, 206], 'craftingMaterials': [], 'upgradeMaterials': [{'quantity': 2, 'item': {'id': 116, 'rarity': 4, 'carryLimit': 99, 'value': 60, 'name': 'Iron Ore', 'description': 'Ore that can be smelted into metal and used for many different purposes.'}}]}","{'icon': 'https://assets.mhw-db.com/weapons/sword-and-shield/icons/bba6138275380056204165eb9ed5d9cb.2e880e7ffa9e558cef1365b0d2e492a092f399a8.png', 'image': 'https://assets.mhw-db.com/weapons/sword-and-shield/5a840cbcadb5ce93fcb8b561be25e4157f0b8226.9768936caf3bdef1e9e3ce81cd1f6189.png'}",,,,,,,
