id,rarity,slot,name,skills
28,5,1,Antiblast Jewel 1,"[{'id': 14, 'level': 1, 'modifiers': {}, 'description': 'Delays blastblight and reduces blast damage.', 'skill': 6, 'skillName': 'Blast Resistance'}]"
29,6,1,Gobbler Jewel 1,"[{'id': 235, 'level': 1, 'modifiers': {}, 'description': 'Slightly increases item use speed.', 'skill': 75, 'skillName': 'Speed Eating'}]"
30,6,2,Physique Jewel 2,"[{'id': 198, 'level': 1, 'modifiers': {}, 'description': 'Reduces fixed stamina depletion by 10%.', 'skill': 64, 'skillName': 'Constitution'}]"
31,6,1,Blaze Jewel 1,"[{'id': 80, 'level': 1, 'modifiers': {'damageFire': 30}, 'description': 'Fire attack +30', 'skill': 26, 'skillName': 'Fire Attack'}]"
32,6,2,Evasion Jewel 2,"[{'id': 210, 'level': 1, 'modifiers': {}, 'description': 'Very slightly increases invulnerability window.', 'skill': 68, 'skillName': 'Evade Window'}]"
33,6,2,Jumping Jewel 2,"[{'id': 215, 'level': 1, 'modifiers': {}, 'description': 'Slightly extends evasion distance.', 'skill': 69, 'skillName': 'Evade Extender'}]"
34,6,1,Sheath Jewel 1,"[{'id': 223, 'level': 1, 'modifiers': {}, 'description': 'Slightly increases sheathing speed.', 'skill': 71, 'skillName': 'Quick Sheath'}]"
35,6,1,Friendship Jewel 1,"[{'id': 226, 'level': 1, 'modifiers': {}, 'description': 'Items affect nearby allies with 33% of their efficacy.', 'skill': 72, 'skillName': 'Wide-Range'}]"
36,6,1,Enduring Jewel 1,"[{'id': 231, 'level': 1, 'modifiers': {}, 'description': 'Item effect duration +10%', 'skill': 73, 'skillName': 'Item Prolonger'}]"
37,6,1,Medicine Jewel 1,"[{'id': 56, 'level': 1, 'modifiers': {}, 'description': 'Recovery +10%', 'skill': 18, 'skillName': 'Recovery Up'}]"
38,6,1,Grinder Jewel 1,"[{'id': 238, 'level': 1, 'modifiers': {}, 'description': 'Removes one cycle from the sharpening process.', 'skill': 76, 'skillName': 'Speed Sharpening'}]"
39,6,1,Steadfast Jewel 1,"[{'id': 10, 'level': 1, 'modifiers': {}, 'description': 'Reduces the duration of stun by 60%.', 'skill': 4, 'skillName': 'Stun Resistance'}]"
40,6,1,Bomber Jewel 1,"[{'id': 241, 'level': 1, 'modifiers': {}, 'description': 'Explosive power +10%', 'skill': 77, 'skillName': 'Bombardier'}]"
41,6,1,Recovery Jewel 1,"[{'id': 59, 'level': 1, 'modifiers': {}, 'description': 'Doubles the speed at which you heal recoverable damage.', 'skill': 19, 'skillName': 'Recovery Speed'}]"
42,6,2,Slider Jewel 2,"[{'id': 304, 'level': 1, 'modifiers': {'affinity': 30}, 'description': '+30% Affinity for 15 seconds after sliding.', 'skill': 107, 'skillName': 'Affinity Sliding'}]"
43,6,1,Defense Jewel 1,"[{'id': 46, 'level': 1, 'modifiers': {'defense': 5}, 'description': 'Defense +5', 'skill': 16, 'skillName': 'Defense Boost'}]"
44,6,1,Stonethrower Jewel 1,"[{'id': 270, 'level': 1, 'modifiers': {}, 'description': 'Increases the loading capacity for slinger ammo collected from the ground or plants.', 'skill': 89, 'skillName': 'Slinger Capacity'}]"
45,6,2,Footing Jewel 2,"[{'id': 33, 'level': 1, 'modifiers': {}, 'description': 'Nullifies minor ground tremors.', 'skill': 11, 'skillName': 'Tremor Resistance'}]"
46,6,3,Brace Jewel 3,"[{'id': 276, 'level': 1, 'modifiers': {}, 'description': 'Prevents knockbacks.', 'skill': 91, 'skillName': 'Flinch Free'}]"
47,6,2,Wind Resist Jewel 2,"[{'id': 28, 'level': 1, 'modifiers': {}, 'description': 'Slightly reduces the effects of minor wind pressure.', 'skill': 10, 'skillName': 'Windproof'}]"
48,6,3,Earplug Jewel 3,"[{'id': 23, 'level': 1, 'modifiers': {}, 'description': 'Slightly reduces the effects of weak monster roars.', 'skill': 9, 'skillName': 'Earplugs'}]"
49,6,1,Vitality Jewel 1,"[{'id': 53, 'level': 1, 'modifiers': {'health': 15}, 'description': 'Health +15', 'skill': 17, 'skillName': 'Health Boost'}]"
50,6,1,Resistor Jewel 1,"[{'id': 77, 'level': 1, 'modifiers': {}, 'description': 'Reduces the duration of all elemental blights by 50%.', 'skill': 25, 'skillName': 'Blight Resistance'}]"
51,6,1,Sonorous Jewel 1,"[{'id': 186, 'level': 1, 'modifiers': {}, 'description': 'Extends melody effect duration and increases health recovery.', 'skill': 58, 'skillName': 'Horn Maestro'}]"
52,6,2,KO Jewel 2,"[{'id': 153, 'level': 1, 'modifiers': {}, 'description': 'Stun power +20%', 'skill': 47, 'skillName': 'Slugger'}]"
53,6,1,Stream Jewel 1,"[{'id': 85, 'level': 1, 'modifiers': {'damageWater': 30}, 'description': 'Water attack +30', 'skill': 27, 'skillName': 'Water Attack'}]"
54,6,1,Frost Jewel 1,"[{'id': 90, 'level': 1, 'modifiers': {'damageIce': 30}, 'description': 'Ice attack +30', 'skill': 28, 'skillName': 'Ice Attack'}]"
55,6,1,Bolt Jewel 1,"[{'id': 95, 'level': 1, 'modifiers': {'damageThunder': 30}, 'description': 'Thunder attack +30', 'skill': 29, 'skillName': 'Thunder Attack'}]"
56,6,1,Dragon Jewel 1,"[{'id': 100, 'level': 1, 'modifiers': {'damageDragon': 30}, 'description': 'Dragon attack +30', 'skill': 30, 'skillName': 'Dragon Attack'}]"
57,6,1,Venom Jewel 1,"[{'id': 105, 'level': 1, 'modifiers': {}, 'description': 'Poison buildup +5% Bonus: +10', 'skill': 31, 'skillName': 'Poison Attack'}]"
58,6,3,Poisoncoat Jewel 3,"[{'id': 328, 'level': 1, 'modifiers': {}, 'description': 'Lets you use poison coating.', 'skill': 129, 'skillName': 'Poison Functionality'}]"
59,6,1,Expert Jewel 1,"[{'id': 123, 'level': 1, 'modifiers': {'affinity': 5}, 'description': 'Affinity +5%', 'skill': 39, 'skillName': 'Critical Eye'}]"
60,6,2,Tenderizer Jewel 2,"[{'id': 133, 'level': 1, 'modifiers': {}, 'description': 'Attacks that hit weak spots have 10% increased affinity, with an extra 5% on wounded parts.', 'skill': 41, 'skillName': 'Weakness Exploit'}]"
61,6,2,Destroyer Jewel 2,"[{'id': 150, 'level': 1, 'modifiers': {}, 'description': 'Part damage +10%', 'skill': 46, 'skillName': 'Partbreaker'}]"
62,6,2,Elementless Jewel 2,"[{'id': 316, 'level': 1, 'modifiers': {}, 'description': 'Powers up non-elemental weapons you have equipped.', 'skill': 117, 'skillName': 'Non-elemental Boost'}]"
63,6,1,Drain Jewel 1,"[{'id': 156, 'level': 1, 'modifiers': {}, 'description': 'Exhaust power +20%', 'skill': 48, 'skillName': 'Stamina Thief'}]"
64,7,3,Paracoat Jewel 3,"[{'id': 329, 'level': 1, 'modifiers': {}, 'description': 'Lets you use paralysis coating.', 'skill': 130, 'skillName': 'Para Functionality'}]"
65,7,2,Sharp Jewel 2,"[{'id': 327, 'level': 1, 'modifiers': {}, 'description': 'Weapon sharpness does not decrease for a set time after sharpening.', 'skill': 128, 'skillName': 'Protective Polish'}]"
66,7,2,Shield Jewel 2,"[{'id': 318, 'level': 1, 'modifiers': {}, 'description': 'Allows you to guard against ordinarily unblockable attacks.', 'skill': 119, 'skillName': 'Guard Up'}]"
67,7,3,Dragonseal Jewel 3,"[{'id': 332, 'level': 1, 'modifiers': {}, 'description': 'Boosts Elderseal one level.', 'skill': 133, 'skillName': 'Elderseal Boost'}]"
68,7,1,Trueshot Jewel 1,"[{'id': 188, 'level': 1, 'modifiers': {}, 'description': 'Increases the power of bowgun special ammo and Dragon Piercer by 10%.', 'skill': 60, 'skillName': 'Special Ammo Boost'}]"
69,7,2,Enhancer Jewel 2,"[{'id': 139, 'level': 1, 'modifiers': {}, 'description': 'Bonus duration +10%', 'skill': 43, 'skillName': 'Power Prolonger'}]"
70,7,3,Forceshot Jewel 3,"[{'id': 117, 'level': 1, 'modifiers': {}, 'description': 'Increases the power of normal ammo and normal arrows.', 'skill': 35, 'skillName': 'Normal Shots'}]"
71,7,2,Furor Jewel 2,"[{'id': 180, 'level': 1, 'modifiers': {}, 'description': 'While active, grants attack +5.', 'skill': 56, 'skillName': 'Resentment'}]"
72,7,2,Potential Jewel 2,"[{'id': 174, 'level': 1, 'modifiers': {}, 'description': 'While active, increases defense by 50 points', 'skill': 54, 'skillName': 'Heroics'}]"
73,7,1,Paralyzer Jewel 1,"[{'id': 108, 'level': 1, 'modifiers': {}, 'description': 'Paralysis buildup +5% Bonus: +10', 'skill': 32, 'skillName': 'Paralysis Attack'}]"
74,7,1,Sleep Jewel 1,"[{'id': 111, 'level': 1, 'modifiers': {}, 'description': 'Sleep buildup +5% Bonus: +10', 'skill': 33, 'skillName': 'Sleep Attack'}]"
75,7,1,Ironwall Jewel 1,"[{'id': 218, 'level': 1, 'modifiers': {}, 'description': 'Very slightly decreases the impact of attacks.', 'skill': 70, 'skillName': 'Guard'}]"
76,7,2,Refresh Jewel 2,"[{'id': 204, 'level': 1, 'modifiers': {}, 'description': 'Stamina recovery speed +10%', 'skill': 66, 'skillName': 'Stamina Surge'}]"
77,7,1,Blast Jewel 1,"[{'id': 114, 'level': 1, 'modifiers': {}, 'description': 'Blast buildup +5% Bonus: +10', 'skill': 34, 'skillName': 'Blast Attack'}]"
78,7,3,Sleepcoat Jewel 3,"[{'id': 330, 'level': 1, 'modifiers': {}, 'description': 'Lets you use sleep coating.', 'skill': 131, 'skillName': 'Sleep Functionality'}]"
79,7,3,Blastcoat Jewel 3,"[{'id': 331, 'level': 1, 'modifiers': {}, 'description': 'Lets you use blast coating.', 'skill': 132, 'skillName': 'Blast Functionality'}]"
80,7,2,Throttle Jewel 2,"[{'id': 161, 'level': 1, 'modifiers': {}, 'description': 'While active, increases affinity by 10% and reduces stamina depletion by 30%.', 'skill': 51, 'skillName': 'Latent Power'}]"
81,7,2,Challenger Jewel 2,"[{'id': 166, 'level': 1, 'modifiers': {}, 'description': 'While active, grants attack +4 and increases affinity by 5%.', 'skill': 52, 'skillName': 'Agitator'}]"
82,7,1,Attack Jewel 1,"[{'id': 39, 'level': 1, 'modifiers': {'attack': 3}, 'description': 'Attack +3', 'skill': 15, 'skillName': 'Attack Boost'}]"
83,7,2,Flawless Jewel 2,"[{'id': 171, 'level': 1, 'modifiers': {}, 'description': 'While active, grants attack +5.', 'skill': 53, 'skillName': 'Peak Performance'}]"
84,7,2,Magazine Jewel 2,"[{'id': 187, 'level': 1, 'modifiers': {}, 'description': 'Loading capacity +1', 'skill': 59, 'skillName': 'Capacity Boost'}]"
85,7,2,Mighty Jewel 2,"[{'id': 267, 'level': 1, 'modifiers': {}, 'description': 'While active, increases affinity by 10%.', 'skill': 88, 'skillName': 'Maximum Might'}]"
86,8,2,Sprinter Jewel 2,"[{'id': 195, 'level': 1, 'modifiers': {}, 'description': 'Reduces continuous stamina depletion by 15%.', 'skill': 63, 'skillName': 'Marathon Runner'}]"
87,8,2,Critical Jewel 2,"[{'id': 130, 'level': 1, 'modifiers': {}, 'description': 'Increases damage dealt by critical hits by 30%.', 'skill': 40, 'skillName': 'Critical Boost'}]"
88,8,1,Artillery Jewel 1,"[{'id': 190, 'level': 1, 'modifiers': {}, 'description': ""Increases power of each attack by 10% and reduces Wyvern's Fire cooldown by 15%."", 'skill': 61, 'skillName': 'Artillery'}]"
89,8,1,Fungiform Jewel 1,"[{'id': 244, 'level': 1, 'modifiers': {}, 'description': 'Lets you digest blue mushrooms and toadstools.', 'skill': 78, 'skillName': 'Mushroomancer'}]"
90,8,3,Release Jewel 3,"[{'id': 120, 'level': 1, 'modifiers': {}, 'description': 'Draws out 33% of hidden element and expands clip size for some ammo.', 'skill': 38, 'skillName': 'Free Elem/Ammo Up'}]"
91,8,3,Spread Jewel 3,"[{'id': 119, 'level': 1, 'modifiers': {}, 'description': 'Increases the attack power of spread ammo, power shot arrows, and Thousand Dragons.', 'skill': 37, 'skillName': 'Spread/Power Shots'}]"
92,8,2,Charger Jewel 2,"[{'id': 136, 'level': 1, 'modifiers': {}, 'description': 'Increases gauge fill rate by 5% and reduces charge times by 5%.', 'skill': 42, 'skillName': 'Focus'}]"
93,8,3,Handicraft Jewel 3,"[{'id': 142, 'level': 1, 'modifiers': {'sharpnessBonus': 10}, 'description': 'Weapon sharpness +10', 'skill': 44, 'skillName': 'Handicraft'}]"
94,8,2,Mighty Bow Jewel 2,"[{'id': 325, 'level': 1, 'modifiers': {}, 'description': 'Increases max bow charge level by one.', 'skill': 126, 'skillName': 'Bow Charge Plus'}]"
95,8,2,Mind's Eye Jewel 2,"[{'id': 314, 'level': 1, 'modifiers': {}, 'description': 'Prevents attacks from being deflected. Also shortens the distance before ammo and arrows reach maximum power.', 'skill': 115, 'skillName': ""Mind's Eye/Ballistics""}]"
96,8,2,Draw Jewel 2,"[{'id': 147, 'level': 1, 'modifiers': {}, 'description': 'Draw attack affinity +30%', 'skill': 45, 'skillName': 'Critical Draw'}]"
97,8,3,Pierce Jewel 3,"[{'id': 118, 'level': 1, 'modifiers': {}, 'description': 'Increases the power of piercing ammo and Dragon Piercer.', 'skill': 36, 'skillName': 'Piercing Shots'}]"
98,5,1,Maintenance Jewel 1,"[{'id': 301, 'level': 1, 'modifiers': {}, 'description': 'Shortens time until reuse by 10%.', 'skill': 106, 'skillName': 'Tool Specialist'}]"
99,9,1,Survival Jewel 1,"[{'id': 282, 'level': 1, 'modifiers': {}, 'description': 'Interactables restore an additional 50 health.', 'skill': 95, 'skillName': 'Survival Expert'}]"
100,10,2,Guardian Jewel 2,"[{'id': 338, 'level': 1, 'modifiers': {}, 'description': 'While active, increases attack power by 5%.', 'skill': 138, 'skillName': 'Offensive Guard'}]"
101,9,2,Cooling Jewel 2,"[{'id': 38, 'level': 1, 'modifiers': {}, 'description': 'Nullfies heat damage.', 'skill': 14, 'skillName': 'Heat Guard'}]"
102,9,2,Warming Jewel 2,"[{'id': 401, 'level': 1, 'modifiers': {}, 'description': 'Activates skill effect.', 'skill': 166, 'skillName': 'Coldproof'}]"
103,11,3,Phoenix Jewel 3,"[{'id': 356, 'level': 1, 'modifiers': {}, 'description': 'While active, grants attack +12, element attack power +30, and status buildup + 5%.', 'skill': 146, 'skillName': 'Coalescence'}]"
104,9,4,Fire Res Jewel+ 4,"[{'id': 63, 'level': 2, 'modifiers': {'resistFire': 12}, 'description': 'Fire resistance +12', 'skill': 20, 'skillName': 'Fire Resistance'}]"
105,9,4,Water Res Jewel+ 4,"[{'id': 66, 'level': 2, 'modifiers': {'resistWater': 12}, 'description': 'Water resistance +12', 'skill': 21, 'skillName': 'Water Resistance'}]"
106,9,4,Ice Res Jewel+ 4,"[{'id': 69, 'level': 2, 'modifiers': {'resistIce': 12}, 'description': 'Ice resistance +12', 'skill': 22, 'skillName': 'Ice Resistance'}]"
107,9,4,Thunder Res Jewel+ 4,"[{'id': 72, 'level': 2, 'modifiers': {'resistThunder': 12}, 'description': 'Thunder resistance +12', 'skill': 23, 'skillName': 'Thunder Resistance'}]"
108,9,4,Dragon Res Jewel+ 4,"[{'id': 75, 'level': 2, 'modifiers': {'resistDragon': 12}, 'description': 'Dragon resistance +12', 'skill': 24, 'skillName': 'Dragon Resistance'}]"
109,11,4,Blaze Jewel+ 4,"[{'id': 81, 'level': 2, 'modifiers': {'damageFire': 60}, 'description': 'Fire attack +60', 'skill': 26, 'skillName': 'Fire Attack'}]"
110,11,4,Stream Jewel+ 4,"[{'id': 86, 'level': 2, 'modifiers': {'damageWater': 60}, 'description': 'Water attack +60', 'skill': 27, 'skillName': 'Water Attack'}]"
111,11,4,Frost Jewel+ 4,"[{'id': 91, 'level': 2, 'modifiers': {'damageIce': 60}, 'description': 'Ice attack +60', 'skill': 28, 'skillName': 'Ice Attack'}]"
112,11,4,Bolt Jewel+ 4,"[{'id': 96, 'level': 2, 'modifiers': {'damageThunder': 60}, 'description': 'Thunder attack +60', 'skill': 29, 'skillName': 'Thunder Attack'}]"
113,11,4,Dragon Jewel+ 4,"[{'id': 101, 'level': 2, 'modifiers': {'damageDragon': 60}, 'description': 'Dragon attack +60', 'skill': 30, 'skillName': 'Dragon Attack'}]"
114,11,4,Venom Jewel+ 4,"[{'id': 106, 'level': 2, 'modifiers': {}, 'description': 'Poison buildup +10% Bonus: +10', 'skill': 31, 'skillName': 'Poison Attack'}]"
115,11,4,Paralyzer Jewel+ 4,"[{'id': 109, 'level': 2, 'modifiers': {}, 'description': 'Paralysis buildup +10% Bonus: +10', 'skill': 32, 'skillName': 'Paralysis Attack'}]"
116,11,4,Sleep Jewel+ 4,"[{'id': 112, 'level': 2, 'modifiers': {}, 'description': 'Sleep buildup +10% Bonus: +10', 'skill': 33, 'skillName': 'Sleep Attack'}]"
117,11,4,Blast Jewel+ 4,"[{'id': 115, 'level': 2, 'modifiers': {}, 'description': 'Blast buildup +10% Bonus: +10', 'skill': 34, 'skillName': 'Blast Attack'}]"
118,11,4,Hard Fire Res Jewel 4,"[{'id': 64, 'level': 3, 'modifiers': {'defense': 10, 'resistFire': 20}, 'description': 'Fire resistance +20 Defense +10', 'skill': 20, 'skillName': 'Fire Resistance'}]"
119,11,4,Hard Water Res Jewel 4,"[{'id': 67, 'level': 3, 'modifiers': {'defense': 10, 'resistWater': 20}, 'description': 'Water resistance +20 Defense +10', 'skill': 21, 'skillName': 'Water Resistance'}]"
120,11,4,Hard Ice Res Jewel 4,"[{'id': 70, 'level': 3, 'modifiers': {'defense': 10, 'resistIce': 20}, 'description': 'Ice resistance +20 Defense +10', 'skill': 22, 'skillName': 'Ice Resistance'}]"
121,11,4,Hard Thunder Res Jewel 4,"[{'id': 73, 'level': 3, 'modifiers': {'defense': 10, 'resistThunder': 20}, 'description': 'Thunder resistance +20 Defense +10', 'skill': 23, 'skillName': 'Thunder Resistance'}]"
122,11,4,Hard Dragon Res Jewel 4,"[{'id': 76, 'level': 3, 'modifiers': {'defense': 10, 'resistDragon': 20}, 'description': 'Dragon resistance +20 Defense +10', 'skill': 24, 'skillName': 'Dragon Resistance'}]"
123,9,4,Antidote Jewel+ 4,"[{'id': 2, 'level': 2, 'modifiers': {}, 'description': 'Greatly reduces the number of times you take poison damage.', 'skill': 1, 'skillName': 'Poison Resistance'}]"
124,9,4,Antipara Jewel+ 4,"[{'id': 5, 'level': 2, 'modifiers': {}, 'description': 'Reduces the duration of paralysis by 60%.', 'skill': 2, 'skillName': 'Paralysis Resistance'}]"
125,9,4,Pep Jewel+ 4,"[{'id': 8, 'level': 2, 'modifiers': {}, 'description': 'Reduces the duration of sleep by 60%.', 'skill': 3, 'skillName': 'Sleep Resistance'}]"
126,9,4,Steadfast Jewel+ 4,"[{'id': 11, 'level': 2, 'modifiers': {}, 'description': 'Reduces the duration of stun by 90%.', 'skill': 4, 'skillName': 'Stun Resistance'}]"
127,9,4,Antiblast Jewel+ 4,"[{'id': 15, 'level': 2, 'modifiers': {}, 'description': 'Greatly delays blastblight and greatly reduces blast damage.', 'skill': 6, 'skillName': 'Blast Resistance'}]"
128,9,4,Suture Jewel+ 4,"[{'id': 18, 'level': 2, 'modifiers': {}, 'description': 'Greatly reduces damage while bleeding.', 'skill': 7, 'skillName': 'Bleeding Resistance'}]"
129,9,4,Def Lock Jewel+ 4,"[{'id': 21, 'level': 2, 'modifiers': {}, 'description': 'Reduces the duration of Defense Down by 75%.', 'skill': 8, 'skillName': 'Iron Skin'}]"
130,9,4,Miasma Jewel+ 4,"[{'id': 295, 'level': 2, 'modifiers': {}, 'description': 'Greatly reduces effluvial buildup.', 'skill': 101, 'skillName': 'Effluvia Resistance'}]"
131,9,4,Hungerless Jewel+ 4,"[{'id': 208, 'level': 2, 'modifiers': {}, 'description': 'Extends the time until your stamina cap decreases by 100%.', 'skill': 67, 'skillName': 'Hunger Resistance'}]"
132,9,4,Recovery Jewel+ 4,"[{'id': 60, 'level': 2, 'modifiers': {}, 'description': 'Triples the speed at which you heal recoverable damage.', 'skill': 19, 'skillName': 'Recovery Speed'}]"
133,9,4,Tip Toe Jewel+ 4,"[{'id': 274, 'level': 2, 'modifiers': {}, 'description': 'Makes it moderately easier for monsters to lose sight of you.', 'skill': 90, 'skillName': 'Stealth'}]"
134,9,4,Intimidator Jewel+ 4,"[{'id': 306, 'level': 2, 'modifiers': {}, 'description': ""Highly discourages monsters from engaging you even if you've been spotted."", 'skill': 108, 'skillName': 'Intimidator'}]"
135,9,4,Meowster Jewel+ 4,"[{'id': 256, 'level': 2, 'modifiers': {}, 'description': 'Increases Palico attack power and defense by 10%.', 'skill': 85, 'skillName': 'Palico Rally'}]"
136,9,4,Hard Tip Toe Jewel 4,"[{'id': 275, 'level': 3, 'modifiers': {}, 'description': 'Makes it much easier for monsters to lose sight of you.', 'skill': 90, 'skillName': 'Stealth'}]"
137,9,4,Hard Intimidator Jewel 4,"[{'id': 307, 'level': 3, 'modifiers': {}, 'description': ""Prevents monsters from engaging you even if you've been spotted."", 'skill': 108, 'skillName': 'Intimidator'}]"
138,9,4,Hard Meowster Jewel 4,"[{'id': 257, 'level': 3, 'modifiers': {}, 'description': 'Increases Palico attack power and defense by 15%.', 'skill': 85, 'skillName': 'Palico Rally'}]"
139,12,4,Trueshot Jewel+ 4,"[{'id': 189, 'level': 2, 'modifiers': {}, 'description': 'Increases the power of bowgun special ammo and Dragon Piercer by 20%.', 'skill': 60, 'skillName': 'Special Ammo Boost'}]"
140,9,4,Heavy Artillery Jewel+ 4,"[{'id': 194, 'level': 2, 'modifiers': {}, 'description': 'Firepower +100%', 'skill': 62, 'skillName': 'Heavy Artillery'}]"
141,9,4,Botany Jewel+ 4,"[{'id': 261, 'level': 2, 'modifiers': {}, 'description': 'One extra consumable herb, fruit, nut, or seed item per gather.', 'skill': 86, 'skillName': 'Botanist'}]"
142,9,4,Geology Jewel+ 4,"[{'id': 265, 'level': 2, 'modifiers': {}, 'description': 'Allows you to gather one extra time from bonepiles and special item gathering points.', 'skill': 87, 'skillName': 'Geologist'}]"
143,9,4,Survival Jewel+ 4,"[{'id': 283, 'level': 2, 'modifiers': {}, 'description': 'Interactables restore an additional 80 health.', 'skill': 95, 'skillName': 'Survival Expert'}]"
144,9,4,Mirewalker Jewel+ 4,"[{'id': 286, 'level': 2, 'modifiers': {}, 'description': 'Increases your evade window and prevents lowered movement speed.', 'skill': 96, 'skillName': 'Aquatic/Polar Mobility'}]"
145,9,4,Specimen Jewel+ 4,"[{'id': 292, 'level': 2, 'modifiers': {}, 'description': 'Greatly increases the chances of a corpse being left behind.', 'skill': 100, 'skillName': 'Entomologist'}]"
146,9,4,Sonorous Jewel+ 4,"[{'id': 337, 'level': 2, 'modifiers': {}, 'description': 'Greatly increases the effect duration of hunting horn melodies.', 'skill': 58, 'skillName': 'Horn Maestro'}]"
